date,year,month,xlpe_demand_tons,polyethylene_price_index,gdp_growth_rate,construction_index,grid_expansion_rate,renewable_capacity_gw
2018-04-30,2018,4,6692.709405503701,80.0,1.624787933059051,130.0,3.5410092303201837,24.570473739814137
2018-05-31,2018,5,6372.821094916578,98.35531018158609,3.119933269954524,122.20854108926181,4.468521627944827,25.132870213144635
2018-06-30,2018,6,6322.491875062017,96.35738735702178,3.986110865929137,113.56531922292834,3.6040498835889623,27.410777613508483
2018-07-31,2018,7,6019.488016331182,97.40748842180287,5.9619099335991725,105.89768696988186,4.720456825779839,22.040053746998453
2018-08-31,2018,8,6545.683455352682,95.73606481820634,1.6562067732308408,123.37326496458618,4.414761890550863,28.68829928280165
2018-09-30,2018,9,5842.938130686402,88.98506213078309,5.56474562823244,100.25759657862483,4.24105195313359,25.519038761636104
2018-10-31,2018,10,5502.68672131323,99.80910336504388,3.8453495915293807,109.21102825553636,3.587436337958402,25.188801786123044
2018-11-30,2018,11,6173.750771738737,97.06197087429314,2.3677370234280737,119.37221603838118,3.933228669431667,24.227531275701832
2018-12-31,2018,12,5783.746905008693,88.93775129469286,4.543155211394906,103.32905983965034,5.280391225825756,23.1528829030172
2019-01-31,2019,1,6502.659078501427,111.14444971894044,4.158589543360205,111.48750892457416,5.040917187624381,28.32148725039152
2019-02-28,2019,2,6142.098962836067,99.02783439493754,2.969674684261808,119.6113411275484,3.577444755201449,27.03603907101786
2019-03-31,2019,3,6554.5568872226895,80.31418059186007,3.9847031274850284,120.5184385181907,4.669332305429226,24.525459322311324
2019-04-30,2019,4,7119.0583707607375,95.97024423253461,3.31202960470736,130.0,5.3363871233717886,24.732936316462364
2019-05-31,2019,5,7254.552675890843,80.0,4.070276017876872,127.11891522384501,2.9305947188786283,26.870985888138886
2019-06-30,2019,6,6941.410484356993,98.16379361563955,4.90319601178157,125.83133457237099,5.158360192379935,31.10182249636704
2019-07-31,2019,7,6645.305515283528,103.3594282136564,6.299025224218028,122.93232880426147,3.9673762410541533,27.4675977934914
2019-08-31,2019,8,6379.668891323215,84.89483235986683,2.0732767517597264,117.828280795288,5.2155986685931595,25.205286803917357
2019-09-30,2019,9,5883.430700997554,105.21660778745544,7.139550061984401,105.41828666255486,3.896740843457483,27.946684346199657
2019-10-31,2019,10,6084.046737481587,98.70757558195706,1.0218683007162472,114.79518441136923,2.870117899335481,28.121141151711463
2019-11-30,2019,11,6268.795666819843,101.87662326584568,3.732322357446625,110.03781118948389,3.0624575621168373,23.503067493594436
2019-12-31,2019,12,6947.136667865675,109.2322464872111,4.852475809726864,128.23083593220704,4.7530849466613825,29.020352942386094
2020-01-31,2020,1,7023.085486870537,87.43069140561862,4.401487801602549,130.0,4.979722501721482,28.901039773222433
2020-02-29,2020,2,6681.087953391179,84.05719858946921,3.0559507202691094,126.19395323811733,3.830683374895591,30.991166957672608
2020-03-31,2020,3,7530.237892710658,80.0,3.6878166244640873,130.0,5.388592458777374,33.534406142716094
2020-04-30,2020,4,7424.4753158751055,80.0,3.270498598011751,130.0,3.10347993773104,32.32927328249775
2020-05-31,2020,5,7309.936101800432,87.6793023968568,3.135952864583683,128.52815118233053,4.713920201352684,29.77993999630172
2020-06-30,2020,6,7553.502886652261,90.64400531490514,5.304403145531537,130.0,3.5839838002375433,28.348180058197805
2020-07-31,2020,7,7469.299856748787,90.42040870955626,4.575523228947571,130.0,4.158163892197841,35.953421909722266
2020-08-31,2020,8,7229.384035734859,97.12491231168595,3.010635607109019,130.0,4.8723986713164145,31.172581238255695
2020-09-30,2020,9,6555.22204114099,92.35390871307412,5.409399813149877,128.86020070043242,3.9795866347160476,31.331432496896326
2020-10-31,2020,10,6687.236287244636,106.09915933535,4.530949281314914,124.32309891635701,4.470444455770174,31.506756721109557
2020-11-30,2020,11,6986.36632752885,87.42160002997619,5.2992931782584405,130.0,5.876292809214441,32.2046289303365
2020-12-31,2020,12,7402.663538136708,115.18837397521266,5.034443262885418,130.0,4.308108130476851,31.775226850683598
2021-01-31,2021,1,7256.24772864641,94.97543483441802,2.8565074836168916,130.0,5.735692112065141,31.174164030097398
2021-02-28,2021,2,7634.302307000854,80.0,3.2697284397045454,130.0,3.785293145342382,31.487379116970704
2021-03-31,2021,3,7581.11220969041,80.0,5.240940407684893,130.0,5.459804177915283,32.77728461594211
2021-04-30,2021,4,7661.138012775798,91.51903408855287,5.0455553981501975,130.0,6.386568620657901,32.01973772087357
2021-05-31,2021,5,8236.77044861048,81.5815199036891,4.108647609053778,130.0,2.4883554998727107,31.946810637439015
2021-06-30,2021,6,8256.872008571247,90.85564489806468,4.325991074963173,130.0,4.178104744529523,33.85341344936152
2021-07-31,2021,7,7618.396963525899,91.64039142810596,6.076497343682638,130.0,5.56707212718054,33.400802357194685
2021-08-31,2021,8,7731.059869367608,85.61641152659323,3.282642916746255,130.0,4.801954613957007,37.19111686727003
2021-09-30,2021,9,7395.478105622071,80.0,5.000646071755057,130.0,5.391145873371309,29.155753103431728
2021-10-31,2021,10,7066.464073618463,80.0,3.886711021349159,122.53558404025367,4.43101481328418,36.91747355827144
2021-11-30,2021,11,7475.405979760305,83.15782058052827,3.8734781951591697,130.0,5.1365897874729,37.50562039091728
2021-12-31,2021,12,8051.410969939791,93.30693309353576,5.858165277980786,130.0,4.9093227646079205,31.147900565352888
2022-01-31,2022,1,7869.2521882670135,87.79467649996698,5.458124523482044,130.0,6.247782061659807,34.892795737888875
2022-02-28,2022,2,8639.3930967442,80.0,5.450264454000958,130.0,5.349420843301213,35.121056105021665
2022-03-31,2022,3,7607.0891706652965,88.69636340518534,6.198218210731493,130.0,5.447602662075202,33.336976662804446
2022-04-30,2022,4,8746.570751312567,85.12032004072553,4.281505762449139,130.0,4.713123033877533,34.886742632628426
2022-05-31,2022,5,8499.126822363673,80.0,5.282929456942446,130.0,4.652393775927506,34.51393259695214
2022-06-30,2022,6,8240.29779486024,85.33576208515407,3.804599865109816,130.0,4.722441812180379,40.53468451273801
2022-07-31,2022,7,8147.528232960653,84.84444601965673,4.766249528732663,130.0,5.564452142378297,39.19892969202437
2022-08-31,2022,8,7313.729325619734,80.0,4.094785418448473,130.0,4.764015519179737,40.17050135296358
2022-09-30,2022,9,7701.085731756527,90.0724449447002,4.445493947489077,130.0,5.489774856896413,39.3729617141855
2022-10-31,2022,10,7847.133771453524,91.37217640641472,5.20273553815537,130.0,7.290400798645439,35.97616797526051
2022-11-30,2022,11,8290.355511530233,94.3787348741016,3.0926689751497918,130.0,6.101124703431692,37.492331923159156
2022-12-31,2022,12,7914.518934517907,95.96542584775949,7.46858091352819,130.0,4.918976467832159,39.82968917719092
2023-01-31,2023,1,8117.451919132043,80.0,2.830973927750447,130.0,6.461213922163944,36.71873850939223
2023-02-28,2023,2,8499.47288692464,80.0,2.5287170808184016,130.0,4.866924626978449,40.90355150495373
2023-03-31,2023,3,9147.633337202842,84.41218598607239,6.097166310250102,130.0,3.251875464822146,39.313990942697814
2023-04-30,2023,4,9078.625332897906,84.74473284463257,5.5574940409444045,130.0,4.296913689082595,39.364634088974576
2023-05-31,2023,5,8794.08464076211,86.18005365924992,5.316179725578233,130.0,3.449208078974144,41.85839693287787
2023-06-30,2023,6,8963.980229934006,118.70741375687719,5.33251826389642,130.0,4.983486515958692,41.6497928601702
2023-07-31,2023,7,8629.123264804412,87.56328878290961,4.381629840729628,130.0,5.368418379189551,40.366731881239595
2023-08-31,2023,8,8680.593497159869,92.95268891600665,3.064118442771253,130.0,7.041437312275283,43.73735148382046
2023-09-30,2023,9,8036.371369944577,94.35816078520914,4.533706837290589,130.0,5.706927373764162,39.58924369652413
2023-10-31,2023,10,8121.70135602067,90.90540573295462,3.4142574327318327,130.0,5.175899471191135,43.318592142198085
2023-11-30,2023,11,8209.354852168133,80.80053329275589,5.9026796001266275,130.0,6.239405581183489,43.61096758533701
2023-12-31,2023,12,8110.945515560366,92.03496462713085,4.229413927746792,130.0,3.213864690992115,42.14643153130839
2024-01-31,2024,1,8928.836083119371,80.0,3.2217542048112326,130.0,5.675614558108565,43.76128680311631
2024-02-29,2024,2,9208.316581653966,80.0,3.98792123752051,130.0,6.225865193886967,40.9530489466003
2024-03-31,2024,3,9354.546738884956,80.0,5.099397181413437,130.0,3.991413754220158,45.65236663102666
2024-04-30,2024,4,9389.623859987456,80.0,3.6444131707940377,130.0,6.6287540432069285,43.78634830392668
2024-05-31,2024,5,9008.401479277096,103.1045782703496,3.2666694066503528,130.0,5.838496407494414,43.46537252881128
2024-06-30,2024,6,9163.806403170393,80.0,4.875530817237869,130.0,5.099712086099198,46.96635172214137
2024-07-31,2024,7,8977.185645041973,86.97667367853526,4.887449856663084,130.0,6.162781866106285,43.8200321786447
2024-08-31,2024,8,8629.316819233516,80.0,3.769585236943305,130.0,7.815692857804396,42.77507790975566
2024-09-30,2024,9,8678.601584607977,80.0,3.833442541572516,130.0,5.741866255058495,42.84494100178179
2024-10-31,2024,10,8821.215257044361,91.78342968445186,4.898074906036454,130.0,5.823220586300336,47.53935943831311
2024-11-30,2024,11,9372.84306847094,80.0,2.387873487754014,130.0,5.130639100459756,44.138585982964884
2024-12-31,2024,12,9082.37334384955,80.0,2.4588043384351677,130.0,4.755155630535208,50.58412698466195
2025-01-31,2025,1,9397.265117216828,80.0,3.502333668121346,130.0,6.4503358165442455,43.2887865242014
2025-02-28,2025,2,9587.666225270146,83.85764636299602,4.269829272432229,130.0,4.778916174091132,51.22670178132352
2025-03-31,2025,3,9257.381337302508,80.0,5.066361348397007,130.0,5.721566237219392,48.640029062749434
2025-04-30,2025,4,9932.045837365235,80.0,6.823034325424328,130.0,5.187342553234883,48.41185895628682
2025-05-31,2025,5,9931.081764874529,80.0,5.906489434803029,130.0,6.158979825746392,47.90584881293529
2025-06-30,2025,6,10508.972633745587,80.0,4.390092205054859,130.0,6.028662105286948,50.18749676247395
2025-07-31,2025,7,9502.291710565667,98.92798234042492,4.611475688145967,130.0,6.747539944257899,49.710653603365095
2025-08-31,2025,8,9440.464202700083,84.1368692096797,3.146205953043287,130.0,5.214983601145253,52.392411562759
2025-09-30,2025,9,9196.573767196207,80.0,4.632230296011415,130.0,5.470125064706629,50.81735979539044
2025-10-31,2025,10,8829.39658871414,82.71756020412357,4.237012041619792,130.0,4.776236284217692,51.2958424274861
2025-11-30,2025,11,9629.834142462287,80.0,5.164077840507134,130.0,5.325706739923888,50.67761259932693
2025-12-31,2025,12,9735.57990980603,84.84643379893208,3.4491535846715156,130.0,6.162300493044852,51.70383382262055
